#SAMPLE	HQ_HOM	HQ_HOM_RATE	HQ_HET	HQ_HET_RATE	CHARR	MEAN_REF_AB_HOM_ALT	HETEROZYGOSITY_RATE	INCONSISTENT_AB_HET_RATE
HG02337	975853	1.00000	1670251	0.97781	0.00525	0.00184	0.63121	0.01071
HG03572	994994	1.00000	1589722	0.97696	0.00478	0.00166	0.61505	0.01235
HG03681	961167	1.00000	1655272	0.97746	0.00382	0.00122	0.63264	0.01278
NA19789	940490	1.00000	1705392	0.97784	0.00365	0.00114	0.64455	0.01251
HG02048	1053984	1.00000	1579798	0.97669	0.00363	0.00114	0.59982	0.01212
HG02186	1062696	1.00000	1561422	0.97608	0.00356	0.00114	0.59503	0.01147
HG03209	1011605	1.00000	1597628	0.97718	0.00450	0.00151	0.61230	0.01151
HG01572	1100114	1.00000	1413241	0.97536	0.00415	0.00134	0.56229	0.01302
HG01055	920109	1.00000	1754905	0.97775	0.00391	0.00122	0.65604	0.01140
HG00553	915403	1.00000	1777168	0.97777	0.00397	0.00121	0.66003	0.00965
NA19920	971457	1.00000	1674682	0.97812	0.00364	0.00117	0.63288	0.01070
HG01849	1060343	1.00000	1590926	0.97604	0.00387	0.00123	0.60006	0.01084
NA19307	998222	1.00000	1647726	0.97743	0.00399	0.00128	0.62274	0.00991
HG02058	1047868	1.00000	1597527	0.97621	0.00365	0.00117	0.60389	0.01064
HG04198	970049	1.00000	1735460	0.97741	0.00993	0.00343	0.64145	0.00733
HG02890	986449	1.00000	1603680	0.97776	0.00454	0.00157	0.61915	0.01240
HG01431	934693	1.00000	1732741	0.97756	0.00391	0.00121	0.64959	0.01145
HG02064	1045119	1.00000	1561008	0.97674	0.00477	0.00156	0.59898	0.01220
NA21133	982633	1.00000	1716729	0.97701	0.00482	0.00151	0.63598	0.00718
HG00759	1063862	1.00000	1550903	0.97697	0.00406	0.00129	0.59313	0.01200
HG01302	911964	1.00000	1766835	0.97736	0.00436	0.00133	0.65956	0.01132
HG02603	964908	1.00000	1686975	0.97747	0.00477	0.00154	0.63614	0.01152
NA19213	994700	1.00000	1576705	0.97681	0.00309	0.00101	0.61317	0.01301
NA20585	987160	1.00000	1564476	0.97638	0.00476	0.00150	0.61313	0.01145
HG01080	937785	1.00000	1750379	0.97728	0.00430	0.00130	0.65114	0.01057
HG00178	947605	1.00000	1658522	0.97722	0.00369	0.00115	0.63639	0.01161
HG03913	962408	1.00000	1712389	0.97773	0.00442	0.00137	0.64019	0.01116
HG01098	921069	1.00000	1739109	0.97691	0.00457	0.00139	0.65376	0.01149
HG02429	986800	1.00000	1652226	0.97765	0.00437	0.00148	0.62607	0.01069
HG03598	933788	1.00000	1690245	0.97737	0.00635	0.00193	0.64414	0.01327
HG00323	945891	1.00000	1628918	0.97735	0.00428	0.00131	0.63264	0.01242
HG02610	999664	1.00000	1599170	0.97700	0.00392	0.00127	0.61534	0.01231
HG03731	960472	1.00000	1672789	0.97703	0.00407	0.00126	0.63525	0.01240
HG02184	1071083	1.00000	1568234	0.97663	0.00346	0.00110	0.59418	0.01068
HG00252	967748	1.00000	1634318	0.97717	0.00409	0.00129	0.62808	0.01087
HG02185	1078360	1.00000	1542938	0.97592	0.00439	0.00143	0.58862	0.01144
HG02757	1028417	1.00000	1623175	0.97773	0.00559	0.00196	0.61215	0.00810
NA19700	950573	1.00000	1712582	0.97871	0.00410	0.00129	0.64307	0.01101
HG03567	1005126	1.00000	1598361	0.97791	0.00358	0.00119	0.61393	0.01151
NA19741	1048302	1.00000	1515477	0.97712	0.00344	0.00110	0.59111	0.01247
HG02774	935086	1.00000	1695830	0.97816	0.00466	0.00146	0.64458	0.01207
HG00250	933058	1.00000	1634256	0.97730	0.00398	0.00123	0.63656	0.01259
HG00479	1045643	1.00000	1544982	0.97649	0.00450	0.00141	0.59637	0.01302
HG01986	945085	1.00000	1644680	0.97849	0.00341	0.00109	0.63507	0.01267
HG02439	987129	1.00000	1650829	0.97779	0.00482	0.00169	0.62580	0.01104
NA19146	1006252	1.00000	1596635	0.97684	0.00628	0.00230	0.61341	0.01184
NA06984	946856	1.00000	1657091	0.97657	0.00401	0.00126	0.63638	0.01209
HG02223	928561	1.00000	1680911	0.97675	0.00370	0.00114	0.64416	0.01224
HG03823	956621	1.00000	1698049	0.97783	0.00519	0.00164	0.63965	0.01160
NA18591	1091939	1.00000	1576835	0.97708	0.00417	0.00136	0.59085	0.00687
NA19773	918561	1.00000	1727294	0.97716	0.00391	0.00118	0.65283	0.01265
HG00129	931838	1.00000	1617459	0.97735	0.00400	0.00124	0.63447	0.01304
HG00614	1060399	1.00000	1573226	0.97760	0.00405	0.00131	0.59736	0.01212
HG00096	955412	1.00000	1670956	0.97732	0.00393	0.00123	0.63622	0.01060
HG01177	953117	1.00000	1715542	0.97731	0.00467	0.00146	0.64285	0.00907
HG03908	981207	1.00000	1737308	0.97833	0.00576	0.00188	0.63907	0.00841
HG02345	953371	1.00000	1746913	0.97768	0.00484	0.00150	0.64694	0.01072
HG03025	978689	1.00000	1572065	0.97783	0.00463	0.00160	0.61631	0.01299
HG01804	1056611	1.00000	1565006	0.97611	0.00411	0.00130	0.59696	0.01251
HG03644	952116	1.00000	1691488	0.97713	0.00487	0.00149	0.63984	0.01246
HG01796	1058747	1.00000	1555307	0.97647	0.00445	0.00138	0.59498	0.01208
NA18619	1064387	1.00000	1573966	0.97590	0.00411	0.00130	0.59657	0.01150
NA20506	949207	1.00000	1672771	0.97699	0.00509	0.00157	0.63798	0.01118
NA20797	928610	1.00000	1669586	0.97755	0.00478	0.00146	0.64259	0.01171
NA19383	1005327	1.00000	1629965	0.97763	0.00365	0.00119	0.61851	0.01022
HG02425	984344	1.00000	1666969	0.97667	0.00391	0.00123	0.62873	0.01208
NA19431	1000105	1.00000	1626194	0.97764	0.00342	0.00111	0.61920	0.01094
HG03595	968101	1.00000	1751944	0.97722	0.00512	0.00164	0.64409	0.00934
HG02304	1040082	1.00000	1586391	0.97568	0.00391	0.00126	0.60400	0.01180
HG04054	1007030	1.00000	1671163	0.97705	0.00550	0.00176	0.62399	0.00883
HG02759	1057176	1.00000	1520111	0.97720	0.00374	0.00126	0.58981	0.01061
HG01046	1074258	1.00000	1557127	0.97657	0.00371	0.00117	0.59175	0.01100
HG00542	1068455	1.00000	1555304	0.97593	0.00450	0.00140	0.59278	0.01167
HG02076	1068455	1.00000	1576555	0.97608	0.00355	0.00113	0.59605	0.01107
HG02292	1090573	1.00000	1490565	0.97627	0.00465	0.00150	0.57748	0.01061
HG01685	918267	1.00000	1652419	0.97798	0.00406	0.00124	0.64279	0.01282
HG03742	965255	1.00000	1717946	0.97710	0.00440	0.00135	0.64026	0.01066
HG04195	959081	1.00000	1726005	0.97852	0.00765	0.00255	0.64281	0.01108
NA18910	1019144	1.00000	1600256	0.97835	0.00328	0.00109	0.61092	0.01115
NA18564	1056219	1.00000	1599603	0.97684	0.00411	0.00128	0.60230	0.01056
NA18994	1083765	1.00000	1579383	0.97595	0.00397	0.00127	0.59305	0.00921
NA19067	1085807	1.00000	1569147	0.97609	0.00374	0.00119	0.59103	0.01109
NA20845	961659	1.00000	1733114	0.97755	0.00450	0.00137	0.64314	0.01092
HG03111	1011281	1.00000	1595992	0.97749	0.00431	0.00145	0.61213	0.01064
HG04026	1010750	1.00000	1613414	0.97592	0.00592	0.00201	0.61483	0.01194
HG00641	925990	1.00000	1705662	0.97790	0.00403	0.00125	0.64813	0.01186
NA19457	990941	1.00000	1620627	0.97690	0.00309	0.00100	0.62056	0.01173
NA20881	955546	1.00000	1713677	0.97730	0.00393	0.00122	0.64201	0.01084
HG01089	928431	1.00000	1799039	0.97793	0.00456	0.00142	0.65960	0.00684
HG01113	942444	1.00000	1709093	0.97691	0.00408	0.00125	0.64457	0.01165
HG00115	916518	1.00000	1616912	0.97748	0.00360	0.00110	0.63823	0.01366
HG02684	1081649	1.00000	1449108	0.97669	0.00422	0.00140	0.57260	0.01118
HG02449	998262	1.00000	1632652	0.97778	0.00359	0.00115	0.62056	0.01052
HG03565	1012400	1.00000	1614697	0.97765	0.00467	0.00162	0.61463	0.01065
NA18968	1084530	1.00000	1562498	0.97564	0.00463	0.00147	0.59028	0.01011
NA18517	1003064	1.00000	1598590	0.97746	0.00406	0.00135	0.61445	0.01097
NA20357	961441	1.00000	1685496	0.97843	0.00365	0.00116	0.63677	0.01067
HG00446	1074693	1.00000	1568087	0.97586	0.00372	0.00118	0.59335	0.01143
NA20806	970360	1.00000	1656083	0.97763	0.00427	0.00134	0.63054	0.01005
HG00337	934361	1.00000	1652279	0.97750	0.00399	0.00123	0.63877	0.01276
HG00543	1078978	1.00000	1592276	0.97568	0.00394	0.00125	0.59608	0.00933
HG03854	1033755	1.00000	1609049	0.97680	0.00686	0.00239	0.60884	0.01043
NA19315	1009645	1.00000	1636262	0.97708	0.00386	0.00125	0.61841	0.01065
NA19057	1060753	1.00000	1550329	0.97642	0.00422	0.00134	0.59375	0.01189
HG03953	906653	1.00000	1603268	0.97807	0.00530	0.00176	0.63877	0.01449
HG04158	962637	1.00000	1716800	0.97655	0.00670	0.00218	0.64073	0.01102
HG02756	1006660	1.00000	1598717	0.97744	0.00358	0.00119	0.61362	0.01172
NA19703	964896	1.00000	1693172	0.97813	0.00428	0.00138	0.63699	0.01031
NA20522	936474	1.00000	1665189	0.97812	0.00423	0.00133	0.64005	0.01177
HG03649	949301	1.00000	1732762	0.97733	0.00431	0.00135	0.64606	0.01127
NA20314	981248	1.00000	1606401	0.97775	0.00398	0.00125	0.62080	0.01177
HG03120	1019140	1.00000	1615495	0.97749	0.00468	0.00157	0.61318	0.01015
NA18745	1071125	1.00000	1589713	0.97706	0.00483	0.00151	0.59745	0.01070
HG03376	997507	1.00000	1589741	0.97728	0.00541	0.00185	0.61445	0.01185
HG01351	947747	1.00000	1675323	0.97772	0.00507	0.00157	0.63869	0.01145
NA19085	1039841	1.00000	1545649	0.97534	0.00431	0.00136	0.59782	0.01342
HG01694	941047	1.00000	1636841	0.97702	0.00409	0.00127	0.63495	0.01198
NA20887	971542	1.00000	1710875	0.97753	0.00416	0.00131	0.63781	0.01057
HG03888	960288	1.00000	1697535	0.97668	0.00469	0.00151	0.63869	0.01207
HG03634	956416	1.00000	1715966	0.97771	0.00474	0.00150	0.64211	0.01018
HG00864	1059234	1.00000	1581661	0.97604	0.00383	0.00122	0.59891	0.01136
HG01383	977003	1.00000	1676386	0.97651	0.00430	0.00133	0.63179	0.01065
HG01618	933970	1.00000	1647472	0.97762	0.00436	0.00135	0.63820	0.01191
HG03069	1021036	1.00000	1617073	0.97695	0.00414	0.00138	0.61297	0.00907
HG03351	1022928	1.00000	1607343	0.97680	0.00508	0.00172	0.61109	0.00893
HG00384	954758	1.00000	1655940	0.97623	0.00720	0.00249	0.63429	0.01129
NA21135	973875	1.00000	1707039	0.97816	0.00435	0.00136	0.63674	0.00962
NA19663	959274	1.00000	1613237	0.97830	0.00348	0.00108	0.62711	0.01316
HG01890	959362	1.00000	1685410	0.97689	0.00370	0.00119	0.63726	0.01173
HG04152	1023583	1.00000	1651448	0.97703	0.00844	0.00293	0.61736	0.00923
HG00982	1081380	1.00000	1566253	0.97553	0.00647	0.00227	0.59157	0.01150
NA18878	1018106	1.00000	1617915	0.97722	0.00389	0.00127	0.61377	0.00936
HG01171	915553	1.00000	1776272	0.97860	0.00398	0.00123	0.65988	0.01024
HG03931	946186	1.00000	1718164	0.97721	0.00391	0.00119	0.64487	0.01218
HG00190	959902	1.00000	1671847	0.97703	0.00424	0.00130	0.63526	0.01130
HG04211	1092689	1.00000	1421538	0.97536	0.00445	0.00146	0.56540	0.01215
NA18961	1075571	1.00000	1546375	0.97585	0.00403	0.00129	0.58978	0.01209
NA19716	971764	1.00000	1667655	0.97686	0.00348	0.00107	0.63183	0.01229
NA12342	1000476	1.00000	1618771	0.97656	0.00482	0.00153	0.61803	0.00874
NA19649	924740	1.00000	1634499	0.97770	0.00381	0.00120	0.63867	0.01268
HG00743	918873	1.00000	1676793	0.97787	0.00383	0.00118	0.64600	0.01294
HG03485	1005167	1.00000	1579617	0.97780	0.00535	0.00187	0.61112	0.01196
HG00407	1066588	1.00000	1588499	0.97548	0.00386	0.00123	0.59829	0.01084
HG01862	1071922	1.00000	1584783	0.97526	0.00379	0.00120	0.59652	0.01124
NA19129	1025318	1.00000	1600945	0.97735	0.00347	0.00113	0.60959	0.01018
HG03917	964729	1.00000	1736045	0.97692	0.01246	0.00440	0.64280	0.00938
HG00176	957258	1.00000	1675605	0.97645	0.00414	0.00127	0.63642	0.01042
HG01395	936039	1.00000	1721904	0.97762	0.00414	0.00128	0.64783	0.01006
NA18557	1067415	1.00000	1548141	0.97598	0.00405	0.00127	0.59190	0.01150
NA07051	956307	1.00000	1626878	0.97673	0.00415	0.00131	0.62980	0.01145
NA18648	1067647	1.00000	1587758	0.97632	0.00422	0.00130	0.59793	0.01023
NA18861	1007229	1.00000	1595852	0.97758	0.00374	0.00123	0.61306	0.01120
NA19701	946699	1.00000	1708668	0.97900	0.00394	0.00126	0.64348	0.01039
HG02278	1091523	1.00000	1465958	0.97585	0.00390	0.00129	0.57320	0.01228
NA20332	904797	1.00000	1690108	0.97937	0.00412	0.00128	0.65132	0.01289
NA20516	952565	1.00000	1663539	0.97732	0.00497	0.00164	0.63588	0.01117
NA18610	1060558	1.00000	1560607	0.97613	0.00378	0.00118	0.59539	0.01225
NA19722	936760	1.00000	1701727	0.97752	0.00407	0.00124	0.64496	0.01188
HG00120	966398	1.00000	1679066	0.97637	0.00404	0.00128	0.63470	0.00905
HG01437	956940	1.00000	1679815	0.97661	0.00396	0.00123	0.63708	0.01132
HG02870	1017711	1.00000	1597333	0.97700	0.00738	0.00279	0.61082	0.01122
NA12889	953525	1.00000	1677521	0.97439	0.00552	0.00172	0.63759	0.01304
HG01308	908812	1.00000	1778477	0.97781	0.00496	0.00152	0.66181	0.01077
NA19681	964505	1.00000	1645674	0.97781	0.00413	0.00127	0.63048	0.01292
HG00109	949135	1.00000	1680946	0.97630	0.00472	0.00144	0.63912	0.01014
HG03079	985811	1.00000	1563504	0.97719	0.00361	0.00121	0.61330	0.01306
HG01077	913506	1.00000	1754442	0.97845	0.00383	0.00117	0.65760	0.01130
HG01515	952671	1.00000	1624392	0.97646	0.00408	0.00127	0.63033	0.01213
HG03708	978161	1.00000	1729289	0.97674	0.00501	0.00160	0.63872	0.00852
NA20778	946856	1.00000	1676739	0.97668	0.00430	0.00133	0.63910	0.01051
HG02792	948911	1.00000	1678359	0.97751	0.00472	0.00150	0.63882	0.01278
HG01971	989660	1.00000	1691279	0.97737	0.00388	0.00122	0.63085	0.01057
NA21122	957610	1.00000	1674402	0.97690	0.00401	0.00124	0.63617	0.01240
HG01619	938614	1.00000	1686177	0.97680	0.00405	0.00126	0.64240	0.01172
HG00278	972711	1.00000	1664479	0.97698	0.00419	0.00130	0.63116	0.00986
HG02134	1065961	1.00000	1576173	0.97686	0.00379	0.00122	0.59655	0.01146
HG02635	1018637	1.00000	1609464	0.97760	0.00396	0.00133	0.61241	0.01056
HG01624	944518	1.00000	1663628	0.97784	0.00417	0.00128	0.63786	0.01136
HG02817	995349	1.00000	1601603	0.97796	0.00382	0.00123	0.61672	0.01168
HG03916	967743	1.00000	1715693	0.97707	0.00411	0.00129	0.63936	0.01148
NA19436	987329	1.00000	1640392	0.97778	0.00335	0.00107	0.62426	0.01115
HG01200	967977	1.00000	1661106	0.97721	0.00393	0.00124	0.63182	0.01103
HG03780	951600	1.00000	1687414	0.97729	0.00431	0.00134	0.63941	0.01246
NA12347	939703	1.00000	1684491	0.97738	0.00435	0.00135	0.64191	0.01025
HG01101	944258	1.00000	1737352	0.97705	0.00459	0.00141	0.64788	0.01005
NA19090	1103600	1.00000	1568327	0.97614	0.00449	0.00147	0.58696	0.00777
NA12750	957426	1.00000	1676361	0.97687	0.00433	0.00137	0.63648	0.00988
HG03470	1018514	1.00000	1619283	0.97659	0.00571	0.00196	0.61388	0.01024
NA18528	1045926	1.00000	1543270	0.97693	0.00334	0.00107	0.59604	0.01297
HG03830	944591	1.00000	1684607	0.97701	0.00366	0.00112	0.64073	0.01322
HG02604	1043553	1.00000	1497287	0.97612	0.00428	0.00137	0.58929	0.01186
HG01628	941126	1.00000	1641765	0.97760	0.00406	0.00126	0.63563	0.01217
HG01602	946603	1.00000	1644775	0.97672	0.00426	0.00132	0.63471	0.01380
NA18605	1075292	1.00000	1573257	0.97606	0.00439	0.00138	0.59401	0.01152
HG01136	942187	1.00000	1761649	0.97740	0.00403	0.00124	0.65154	0.01017
NA19684	913140	1.00000	1754749	0.97775	0.00412	0.00127	0.65773	0.01142
NA20827	961776	1.00000	1688442	0.97719	0.00499	0.00156	0.63710	0.00793
HG02272	1159428	1.00000	1367277	0.97503	0.00437	0.00147	0.54113	0.01065
HG03767	943594	1.00000	1668615	0.97697	0.00701	0.00236	0.63878	0.01283
HG00683	1064683	1.00000	1567419	0.97622	0.00483	0.00151	0.59550	0.01165
HG00692	1066369	1.00000	1575297	0.97561	0.00435	0.00139	0.59633	0.01161
HG02974	994454	1.00000	1585542	0.97727	0.00398	0.00131	0.61455	0.01237
HG03711	985463	1.00000	1633221	0.97606	0.00364	0.00115	0.62368	0.01208
NA18489	1041712	1.00000	1610530	0.97812	0.00470	0.00158	0.60723	0.00463
HG02715	1012764	1.00000	1631826	0.97776	0.00412	0.00136	0.61704	0.00982
HG03652	969986	1.00000	1728937	0.97754	0.00474	0.00153	0.64060	0.00977
NA20278	822850	1.00000	1914083	0.97899	0.00422	0.00126	0.69935	0.01131
HG04153	976233	1.00000	1739668	0.97750	0.00632	0.00209	0.64055	0.00651
NA19116	1006433	1.00000	1606480	0.97717	0.00411	0.00138	0.61482	0.01026
HG00336	947269	1.00000	1680374	0.97634	0.00412	0.00128	0.63950	0.01148
HG02614	983833	1.00000	1606274	0.97872	0.00466	0.00157	0.62016	0.01173
HG01801	1081761	1.00000	1555331	0.97515	0.00405	0.00129	0.58979	0.01141
HG01679	979367	1.00000	1574466	0.97693	0.00389	0.00123	0.61651	0.01225
HG02309	961788	1.00000	1640969	0.97787	0.00328	0.00106	0.63047	0.01217
NA11930	917718	1.00000	1660697	0.97729	0.00425	0.00129	0.64408	0.01280
NA19376	997780	1.00000	1638087	0.97840	0.00354	0.00116	0.62146	0.01009
NA19475	989176	1.00000	1631295	0.97805	0.00320	0.00105	0.62252	0.01176
NA19060	1086956	1.00000	1565564	0.97680	0.00406	0.00134	0.59022	0.01053
HG00330	949820	1.00000	1669587	0.97688	0.00401	0.00124	0.63739	0.01159
HG00142	935626	1.00000	1676171	0.97669	0.00355	0.00111	0.64177	0.01572
HG02780	1057233	1.00000	1578992	0.97551	0.00518	0.00172	0.59896	0.00929
HG03604	973575	1.00000	1709341	0.97683	0.00634	0.00211	0.63712	0.01093
HG02394	1071456	1.00000	1553717	0.97564	0.00419	0.00135	0.59185	0.01222
NA19456	984100	1.00000	1629609	0.97788	0.00372	0.00120	0.62349	0.01119
NA18544	1058572	1.00000	1561982	0.97535	0.00375	0.00119	0.59605	0.01197
HG01462	911594	1.00000	1788322	0.97796	0.00393	0.00120	0.66236	0.01118
HG00662	1100442	1.00000	1564347	0.97580	0.00635	0.00206	0.58704	0.00568
HG03698	982808	1.00000	1693966	0.97754	0.00370	0.00115	0.63284	0.01077
HG02259	1134654	1.00000	1424784	0.97519	0.00405	0.00132	0.55668	0.01082
HG01374	970123	1.00000	1697418	0.97702	0.00403	0.00125	0.63632	0.01036
HG03589	957451	1.00000	1701260	0.97796	0.00564	0.00182	0.63988	0.01148
HG03720	975903	1.00000	1678239	0.97674	0.00514	0.00168	0.63231	0.01237
HG01992	1082127	1.00000	1438972	0.97525	0.00344	0.00110	0.57077	0.01348
HG03762	930363	1.00000	1700177	0.97739	0.01006	0.00349	0.64632	0.01291
NA20814	948733	1.00000	1683079	0.97743	0.00405	0.00125	0.63951	0.01066
HG03645	964452	1.00000	1688864	0.97697	0.00519	0.00160	0.63651	0.01181
HG00326	977501	1.00000	1678707	0.97658	0.00471	0.00145	0.63199	0.00847
NA21123	973424	1.00000	1710314	0.97704	0.00431	0.00131	0.63729	0.01031
HG02262	1053651	1.00000	1573710	0.97596	0.00489	0.00155	0.59897	0.00987
HG03673	968870	1.00000	1700458	0.97725	0.00392	0.00122	0.63704	0.01133
HG01461	931496	1.00000	1748776	0.97784	0.00360	0.00113	0.65246	0.01081
HG03697	987909	1.00000	1681053	0.97703	0.00394	0.00124	0.62985	0.01159
NA20886	995748	1.00000	1633785	0.97698	0.00413	0.00130	0.62132	0.01098
NA12045	945652	1.00000	1674881	0.97755	0.00408	0.00128	0.63914	0.01046
HG01951	1110191	1.00000	1410645	0.97530	0.00403	0.00135	0.55959	0.01313
HG02491	950380	1.00000	1723387	0.97792	0.00405	0.00125	0.64455	0.01120
NA12399	966441	1.00000	1669532	0.97664	0.00482	0.00150	0.63336	0.00842
HG01197	936851	1.00000	1702349	0.97736	0.00404	0.00125	0.64502	0.01162
HG01142	931311	1.00000	1782281	0.97793	0.00508	0.00165	0.65680	0.01053
HG01066	942320	1.00000	1713236	0.97752	0.00461	0.00143	0.64515	0.01112
HG03548	1007831	1.00000	1591427	0.97800	0.00349	0.00115	0.61226	0.01136
NA20772	932449	1.00000	1607526	0.97724	0.00442	0.00134	0.63289	0.01371
NA18941	1067879	1.00000	1554044	0.97655	0.00382	0.00121	0.59271	0.01163
NA20902	977578	1.00000	1698743	0.97679	0.00365	0.00114	0.63473	0.01073
HG02281	973852	1.00000	1588777	0.97808	0.00357	0.00116	0.61998	0.01234
NA18965	1067459	1.00000	1594426	0.97562	0.00429	0.00136	0.59898	0.01054
HG02389	1042597	1.00000	1517431	0.97603	0.00398	0.00123	0.59274	0.01372
HG01958	952424	1.00000	1706496	0.97857	0.00354	0.00114	0.64180	0.01072
HG01556	901482	1.00000	1756063	0.97894	0.00371	0.00114	0.66078	0.01211
NA19355	996903	1.00000	1639644	0.97720	0.00363	0.00117	0.62189	0.01248
HG01168	931879	1.00000	1687587	0.97812	0.00408	0.00128	0.64425	0.01177
HG02508	985000	1.00000	1645977	0.97721	0.00528	0.00183	0.62561	0.01120
HG00583	1065518	1.00000	1577042	0.97566	0.00475	0.00150	0.59679	0.01116
NA19472	966836	1.00000	1586228	0.97790	0.00317	0.00104	0.62130	0.01326
HG00266	941673	1.00000	1658639	0.97735	0.00361	0.00112	0.63786	0.01184
HG00237	947917	1.00000	1653763	0.97763	0.00397	0.00123	0.63565	0.01138
HG01092	893975	1.00000	1755912	0.97825	0.00405	0.00124	0.66264	0.01249
HG01926	1154697	1.00000	1366229	0.97399	0.00379	0.00122	0.54196	0.01181
NA18871	1026248	1.00000	1626953	0.97831	0.00443	0.00153	0.61320	0.00685
HG02687	978083	1.00000	1680246	0.97750	0.00465	0.00146	0.63207	0.01129
HG03727	974688	1.00000	1704725	0.97643	0.00440	0.00137	0.63623	0.01073
NA18972	1085803	1.00000	1583419	0.97606	0.00466	0.00148	0.59321	0.00888
HG00174	952935	1.00000	1676284	0.97779	0.00470	0.00146	0.63756	0.01055
HG00638	935663	1.00000	1764717	0.97755	0.00411	0.00128	0.65351	0.00988
HG01704	938600	1.00000	1670362	0.97689	0.00414	0.00126	0.64024	0.01210
HG03703	932802	1.00000	1671470	0.97712	0.00398	0.00121	0.64182	0.01308
HG02383	1049652	1.00000	1551650	0.97622	0.00402	0.00125	0.59649	0.01267
HG01148	1004026	1.00000	1583353	0.97681	0.00397	0.00127	0.61195	0.01145
HG03694	944479	1.00000	1720799	0.97803	0.00391	0.00123	0.64564	0.01173
HG03705	977431	1.00000	1694684	0.97729	0.00390	0.00122	0.63421	0.01109
HG01939	1045089	1.00000	1592244	0.97489	0.00402	0.00126	0.60373	0.01607
HG02070	1050453	1.00000	1561151	0.97596	0.00351	0.00111	0.59777	0.01267
NA19319	1011082	1.00000	1642348	0.97808	0.00349	0.00114	0.61895	0.01007
HG01791	919791	1.00000	1611527	0.97706	0.00465	0.00143	0.63664	0.01427
HG00478	1077839	1.00000	1546794	0.97679	0.00446	0.00141	0.58934	0.01164
NA20512	945520	1.00000	1682904	0.97761	0.00441	0.00139	0.64027	0.01042
HG01491	1024041	1.00000	1596254	0.97649	0.00428	0.00138	0.60919	0.00639
NA20802	939437	1.00000	1676792	0.97670	0.00527	0.00159	0.64092	0.01148
HG01676	957284	1.00000	1633719	0.97750	0.00392	0.00122	0.63054	0.01175
HG02155	1047988	1.00000	1547742	0.97576	0.00410	0.00131	0.59626	0.01298
NA19024	995258	1.00000	1632391	0.97732	0.00345	0.00112	0.62124	0.01102
HG00728	1060363	1.00000	1565295	0.97588	0.00346	0.00109	0.59615	0.01198
HG01489	915549	1.00000	1670301	0.97730	0.00366	0.00112	0.64594	0.01296
HG03905	947682	1.00000	1707297	0.97759	0.00493	0.00157	0.64305	0.01220
NA19923	906954	1.00000	1787264	0.97864	0.00377	0.00116	0.66337	0.01024
NA19309	987398	1.00000	1613146	0.97847	0.00384	0.00122	0.62031	0.01180
NA18992	1091707	1.00000	1443929	0.97495	0.00411	0.00135	0.56945	0.01286
HG00729	1093501	1.00000	1577972	0.97617	0.00480	0.00153	0.59067	0.00910
HG02010	932254	1.00000	1660980	0.97833	0.00321	0.00103	0.64051	0.01264
HG02938	1029976	1.00000	1613704	0.97764	0.00449	0.00151	0.61040	0.00902
HG02946	1000058	1.00000	1607322	0.97725	0.00369	0.00120	0.61645	0.01153
HG01767	958684	1.00000	1664745	0.97772	0.00398	0.00125	0.63457	0.01029
HG02153	1073119	1.00000	1557521	0.97666	0.00365	0.00117	0.59207	0.01082
NA18952	1081153	1.00000	1559102	0.97539	0.00390	0.00122	0.59051	0.01111
HG00371	977433	1.00000	1657057	0.97764	0.00443	0.00142	0.62899	0.00959
NA18943	1068384	1.00000	1575523	0.97550	0.00404	0.00126	0.59591	0.01196
HG04227	977427	1.00000	1706795	0.97787	0.00597	0.00194	0.63586	0.01109
HG02154	1101404	1.00000	1504384	0.97523	0.00354	0.00115	0.57732	0.01158
HG03856	954662	1.00000	1630622	0.97772	0.00444	0.00141	0.63073	0.01321
HG02982	986138	1.00000	1593562	0.97789	0.00487	0.00170	0.61773	0.01228
NA20510	930122	1.00000	1639741	0.97735	0.00488	0.00153	0.63807	0.01302
HG01968	1131150	1.00000	1429296	0.97473	0.00371	0.00121	0.55822	0.01132
HG02133	1074394	1.00000	1578978	0.97587	0.00433	0.00137	0.59508	0.01093
HG02308	960604	1.00000	1668909	0.97815	0.00314	0.00103	0.63468	0.01172
HG02318	971425	1.00000	1598822	0.97823	0.00397	0.00132	0.62205	0.01229
NA20826	963713	1.00000	1683640	0.97747	0.00414	0.00130	0.63597	0.00918
HG04029	1002670	1.00000	1643795	0.97679	0.00614	0.00212	0.62113	0.01101
HG03729	964751	1.00000	1707842	0.97760	0.00429	0.00137	0.63902	0.01077
HG02721	1000927	1.00000	1597929	0.97738	0.00413	0.00137	0.61486	0.01141
HG03556	1013394	1.00000	1605525	0.97713	0.00502	0.00176	0.61305	0.01077
HG03824	958593	1.00000	1684540	0.97742	0.00494	0.00156	0.63733	0.01251
NA20895	956636	1.00000	1697912	0.97693	0.00419	0.00128	0.63962	0.01129
HG01973	1035497	1.00000	1509393	0.97715	0.00355	0.00113	0.59311	0.01331
NA18917	999476	1.00000	1614951	0.97660	0.00327	0.00106	0.61771	0.01188
HG00717	1054576	1.00000	1541407	0.97591	0.00376	0.00117	0.59377	0.01303
NA19758	1051292	1.00000	1569219	0.97644	0.00436	0.00137	0.59882	0.01098
HG03862	1065483	1.00000	1500288	0.97562	0.00484	0.00161	0.58473	0.01170
